3496,6/12/2009 6:12:54 AM,13,51.496682222932606,9.38615726307034,200,10,129,62007648,T,95.9405394297797,12.392081544952662
3496,6/12/2009 6:13:04 AM,13,51.4967492781579,9.38683996908367,201,0,360,567329767,T,46.133663501781875,3.0929234845697144
3496,6/12/2009 6:13:09 AM,13,51.4968639425933,9.38729401677847,199,0,360,567329767,T,79.5812639384593,7.3277075915363605
3496,6/12/2009 6:16:33 AM,13,51.4969599992037,9.38792869448662,196,7,43,567329767,T,124.80814458623821,1.7696464030154149
3496,6/12/2009 6:16:38 AM,13,51.4971158187836,9.38802047632635,197,18,359,567329767,T,137.8751624911421,11.225780243510286
3496,6/12/2009 6:17:10 AM,13,51.4966936223209,9.38618022948503,200,6,251,62007648,F,97.86171662461183,13.058336190537599
3496,6/12/2009 6:17:15 AM,13,51.4966355357319,9.386133290827269,199,7,248,62007648,F,92.64752454385861,8.04930889661728
4552,6/13/2009 11:48:44 AM,13,53.0675446707755,8.79552595317364,43,27,42,51881768,T,177.06362497832487,4.1909275129717605
4552,6/13/2009 11:49:06 AM,13,53.069222895428496,8.79844042472541,46,37,64,811768915,T,38.38576729853504,1.120533164463253
4552,6/13/2009 11:49:11 AM,13,53.06927653960879,8.798737982288001,47,3,70,811768917,F,24.062410237695882,0.26346744352228046
4552,6/13/2009 11:49:16 AM,13,53.0692778807133,8.79874393343925,47,0,144,811768917,F,23.998506451274597,0.061531232493725704
4552,6/13/2009 11:49:21 AM,13,53.069276371970794,8.798751058056949,46,0,205,811768917,F,23.59835688370054,0.36613561380378606
4552,6/13/2009 11:49:26 AM,13,53.069275617599494,8.79875374026597,46,0,209,811768917,F,23.431657396317686,0.4583996433454506
4552,6/13/2009 11:49:31 AM,13,53.06927486322821,8.79875466227531,46,0,200,811768917,F,23.331164734030466,0.46204143280285787
4552,6/13/2009 11:49:36 AM,13,53.0692741926759,8.79875499755144,46,0,185,811768917,F,23.2601316164716,0.4361299344166849
4552,6/13/2009 11:49:41 AM,13,53.0692740250379,8.79875558428466,46,0,199,811768917,F,23.22352310190059,0.45813257763157694
4552,6/13/2009 11:49:46 AM,13,53.0692740250379,8.79875608719885,46,0,177,811768917,F,23.204528351115027,0.48572174183914263
4552,6/13/2009 11:49:51 AM,13,53.069274276495,8.798756338655949,46,0,196,811768917,F,23.21701713243639,0.5161880743557482
4552,6/13/2009 11:49:56 AM,13,53.069274360314,8.79875642247498,46,0,190,811768917,F,23.221307941446664,0.5286276778358405
4552,6/13/2009 11:50:01 AM,13,53.069279054179795,8.798778634518381,46,4,74,811768917,F,22.795006268644688,2.0351248598440823
4552,6/13/2009 11:50:06 AM,13,53.069354323670304,8.799170069396501,49,22,71,778526449,T,25.54936895235383,3.9795400915209083
4552,6/13/2009 11:50:11 AM,13,53.069572672247894,8.79954071715474,49,26,26,51881935,T,12.411422230936475,6.244721370449024
4552,6/13/2009 11:50:16 AM,13,53.069958323612795,8.799769459292289,49,42,11,51881935,T,54.405936322920205,1.246266913588861
4552,6/13/2009 11:50:21 AM,13,53.070412036031506,8.800142118707301,49,40,40,67948522,T,44.954919224334944,4.118749472354797
4552,6/13/2009 11:50:32 AM,13,53.0712663196027,8.80160635337234,48,46,56,51883233,T,6.476546026990538,6.925956229848405
4552,6/13/2009 11:50:47 AM,13,53.0721090361476,8.803763519972561,51,32,48,67948524,T,20.207509132029596,4.902847464975953
4552,6/13/2009 11:50:52 AM,13,53.0724189989269,8.8043109420687,50,38,46,51883237,T,9.863040019024448,7.580547656718539
4552,6/13/2009 11:50:57 AM,13,53.07271588593721,8.804858531802891,51,32,51,51883238,T,30.032679006737787,6.233677485823988
4552,6/13/2009 11:51:02 AM,13,53.07295963168139,8.80532129667699,51,29,50,51883238,T,71.11223994690383,4.531707393056011
4552,6/13/2009 11:51:07 AM,13,53.0731648206711,8.80572563968599,51,19,52,51883238,T,106.46038711688014,3.7273257382251144
4552,6/13/2009 11:51:12 AM,13,53.0732516571879,8.805937618017198,51,7,62,811593144,F,296.5336624349393,1.2337376349660059
4552,6/13/2009 11:51:17 AM,13,53.0732684209943,8.80600442178547,49,2,79,811593144,F,293.98552862540765,2.876589164142915
4552,6/13/2009 11:51:22 AM,13,53.0732721928507,8.806011043488981,48,1,80,811593144,F,293.86921862312414,3.4745307811988098
4552,6/13/2009 11:51:25 AM,13,53.073283676058104,8.80612403154373,49,15,86,51883362,F,57.379501316933855,5.277242064488561
4552,6/13/2009 11:51:30 AM,13,53.07315484620629,8.80657011643052,48,31,125,51883362,F,23.559738735837843,3.070847037998514
4552,6/13/2009 11:51:36 AM,13,53.072835830971606,8.80716774612665,47,44,133,67948946,F,24.085286746082858,4.576119283710291
4552,6/13/2009 11:51:41 AM,13,53.072462165728204,8.80790216848254,48,46,127,67948945,F,12.187305700663586,7.944269616090919
4552,6/13/2009 11:51:46 AM,13,53.0721492692828,8.80871479399502,49,47,116,811593144,F,73.92403304227032,4.871941103423479
4552,6/13/2009 11:51:51 AM,13,53.071924718096895,8.8096193689853,49,45,108,811593145,F,101.0747010563871,10.029860846574957
4552,6/13/2009 11:51:56 AM,13,53.071841318160295,8.81029268726707,47,15,97,51883887,T,17.54945699190349,5.402087418868567
4552,6/13/2009 11:52:01 AM,13,53.0718400608748,8.810404669493439,46,0,241,51883890,T,34.992025099599154,2.3185911031501645
4552,6/13/2009 11:52:06 AM,13,53.0718455929309,8.81041321903467,46,0,129,51883890,F,34.64697932788035,3.0833219064370554
